# length                 R                      Z                      theta_geo              Phi                    T_e                    Te_float               Phi_float              Phi_error              Phi_Te_ratio           vparB_norm             vExB_norm              vflow_norm             partF_vpar             partF_ExB              
# time step #000500,  t_now =   1.411010E+02
  0.000000000000000E+00  1.586150847753042E+00 -1.175937354207147E+00  4.658238894324665E+00  1.652500699476651E+01  5.508335664922138E+00  5.508335664922138E+00  1.652500699476641E+01  9.237055564881302E-14  3.000000000000016E+00  2.592421054513819E+03 -2.033674519609858E+02  2.389053602552833E+03  2.071442864434948E+21 -1.624983165791734E+20
  0.000000000000000E+00  1.586269981702941E+00 -1.175510730419140E+00  4.658321385755984E+00  1.669121571647294E+01  5.563738572157591E+00  5.563738572157591E+00  1.669121571647278E+01  1.669775429036235E-13  3.000000000000030E+00  2.604124788274135E+03 -1.971284963335600E+02  2.406996291940575E+03  2.083683567739297E+21 -1.577318454142203E+20
  0.000000000000000E+00  1.586389115652840E+00 -1.175084106631133E+00  4.658403938599682E+00  1.685222812998177E+01  5.617409376660513E+00  5.617409376660512E+00  1.685222812998154E+01  2.344791028008331E-13  3.000000000000042E+00  2.615028477679605E+03 -1.908755093181506E+02  2.424152968361455E+03  2.095396856270914E+21 -1.529466870354158E+20
  0.000000000000000E+00  1.586508249604018E+00 -1.174657482843482E+00  4.658486552924353E+00  1.700803337006388E+01  5.669344456687871E+00  5.669344456687871E+00  1.700803337006361E+01  2.629008122312371E-13  3.000000000000046E+00  2.625132351693694E+03 -1.846084879653527E+02  2.440523863728341E+03  2.106582255282693E+21 -1.481422316369965E+20
  0.000000000000000E+00  1.586625434722985E+00 -1.174237837916540E+00  4.658567875862336E+00  1.715619519176045E+01  5.718731730586841E+00  5.718731730586841E+00  1.715619519176052E+01 -7.105427357601002E-14  2.999999999999988E+00  2.634265250277924E+03 -1.784096282890017E+02  2.455855621988922E+03  2.117048838320652E+21 -1.433803586311598E+20
  0.000000000000000E+00  1.586742619843491E+00 -1.173818192990028E+00  4.658649258416343E+00  1.729925486213190E+01  5.766418287377561E+00  5.766418287377561E+00  1.729925486213268E+01 -7.922551503725117E-13  2.999999999999863E+00  2.642567731093061E+03 -1.721329087336202E+02  2.470434822359440E+03  2.126958235272231E+21 -1.385468775254047E+20
  0.000000000000000E+00  1.586859804963996E+00 -1.173398548063515E+00  4.658730700649527E+00  1.743714958418643E+01  5.812383194729311E+00  5.812383194729311E+00  1.743714958418794E+01 -1.502797886132612E-12  2.999999999999741E+00  2.650031458222072E+03 -1.657783122518676E+02  2.484253145970205E+03  2.136302657458114E+21 -1.336409226063262E+20
  0.000000000000000E+00  1.586976990082964E+00 -1.172978903136573E+00  4.658812202625135E+00  1.756981656093230E+01  5.856605520311374E+00  5.856605520311374E+00  1.756981656093413E+01 -1.829647544582258E-12  2.999999999999687E+00  2.656648182824308E+03 -1.593458217964203E+02  2.497302361027888E+03  2.145074186196874E+21 -1.286616011949494E+20
  0.000000000000000E+00  1.587092050159661E+00 -1.172566868071600E+00  4.658892284829619E+00  1.769492335930891E+01  5.898307786436803E+00  5.898307786436802E+00  1.769492335931041E+01 -1.495692458775011E-12  2.999999999999746E+00  2.662274629622088E+03 -1.529214083910393E+02  2.509353221231048E+03  2.153090867213244E+21 -1.236738254365859E+20
  0.000000000000000E+00  1.587207110236202E+00 -1.172154833006583E+00  4.658972424754250E+00  1.781480883223381E+01  5.938269610744857E+00  5.938269610744857E+00  1.781480883223458E+01 -7.673861546209082E-13  2.999999999999871E+00  2.666985559190481E+03 -1.463339169914230E+02  2.520651642199058E+03  2.160473041802767E+21 -1.185422551959132E+20
  0.000000000000000E+00  1.587322170312743E+00 -1.171742797941566E+00  4.659052622460560E+00  1.792934308171940E+01  5.976447693906477E+00  5.976447693906477E+00  1.792934308171943E+01 -2.842170943040401E-14  2.999999999999995E+00  2.670763204476582E+03 -1.395833123348455E+02  2.531179892141737E+03  2.167204578142758E+21 -1.132655987686834E+20
  0.000000000000000E+00  1.587437230389440E+00 -1.171330762876592E+00  4.659132878010168E+00  1.803839620977810E+01  6.012798736592599E+00  6.012798736592599E+00  1.803839620977780E+01  3.019806626980426E-13  3.000000000000050E+00  2.673589955409249E+03 -1.326695591586514E+02  2.540920396250598E+03  2.173269187781983E+21 -1.078425150770667E+20
  0.000000000000000E+00  1.587550039967020E+00 -1.170926786946390E+00  4.659211620030817E+00  1.813986115107390E+01  6.046620383691167E+00  6.046620383691167E+00  1.813986115107350E+01  3.979039320256561E-13  3.000000000000066E+00  2.675373540606833E+03 -1.256934270488064E+02  2.549680113558026E+03  2.178513230357415E+21 -1.023501165869645E+20
  0.000000000000000E+00  1.587662849544756E+00 -1.170522811016231E+00  4.659290417771432E+00  1.823573811128345E+01  6.078579370427609E+00  6.078579370427609E+00  1.823573811128283E+01  6.181721801112872E-13  3.000000000000102E+00  2.676104755880826E+03 -1.184556616939624E+02  2.557649094186864E+03  2.182999826026724E+21 -9.662876174841191E+19
  0.000000000000000E+00  1.587775659122493E+00 -1.170118835086073E+00  4.659369271290061E+00  1.832582242810737E+01  6.108607476035508E+00  6.108607476035508E+00  1.832582242810653E+01  8.384404281969182E-13  3.000000000000137E+00  2.675753264739127E+03 -1.109562075355679E+02  2.564797057203559E+03  2.186701580152419E+21 -9.067656481749675E+19
  0.000000000000000E+00  1.587888468700072E+00 -1.169714859155870E+00  4.659448180644830E+00  1.840990943924630E+01  6.136636479748454E+00  6.136636479748454E+00  1.840990943924537E+01  9.343636975245317E-13  3.000000000000152E+00  2.674288979258129E+03 -1.031950090150625E+02  2.571093970243066E+03  2.189590885985240E+21 -8.449156129762291E+19
  0.000000000000000E+00  1.587998953894042E+00 -1.169319206940807E+00  4.659525518291209E+00  1.848624155886539E+01  6.162080519621530E+00  6.162080519621528E+00  1.848624155886459E+01  8.064660050877137E-13  3.000000000000131E+00  2.671700578332463E+03 -9.528758945867777E+01  2.576412988873786E+03  2.191568251189551E+21 -7.816342051337306E+19
  0.000000000000000E+00  1.588109439087497E+00 -1.168923554725600E+00  4.659602909607014E+00  1.855634380487629E+01  6.185447934958598E+00  6.185447934958598E+00  1.855634380487580E+01  4.938272013532696E-13  3.000000000000080E+00  2.667869164566940E+03 -8.700331608684164E+01  2.580865848480098E+03  2.192616290208961E+21 -7.150458901352237E+19
  0.000000000000000E+00  1.588219924280953E+00 -1.168527902510394E+00  4.659680354647655E+00  1.861992728639504E+01  6.206642428798284E+00  6.206642428798284E+00  1.861992728639486E+01  1.882938249764265E-13  3.000000000000031E+00  2.662729354443114E+03 -7.834211047593737E+01  2.584387243967177E+03  2.192677238770944E+21 -6.451236292236415E+19
  0.000000000000000E+00  1.588330409474922E+00 -1.168132250295330E+00  4.659757853468614E+00  1.867670311253767E+01  6.225567704179205E+00  6.225567704179205E+00  1.867670311253762E+01  4.973799150320701E-14  3.000000000000008E+00  2.656216260611413E+03 -6.930389420241514E+01  2.586912366408998E+03  2.191693008406040E+21 -5.718392083925507E+19
  0.000000000000000E+00  1.588438545326380E+00 -1.167745010334427E+00  4.659833756456258E+00  1.872537712750167E+01  6.241792375833528E+00  6.241792375833528E+00  1.872537712750059E+01  1.083577672034153E-12  3.000000000000174E+00  2.648472763824020E+03 -6.001624604298882E+01  2.588456517781031E+03  2.189680633507173E+21 -4.961969533958409E+19
  0.000000000000000E+00  1.588546680915570E+00 -1.167357770300287E+00  4.659909710835256E+00  1.876690109799998E+01  6.255633699332209E+00  6.255633699332209E+00  1.876690109799663E+01  3.353761712787673E-12  3.000000000000536E+00  2.639311997801086E+03 -5.030430621000583E+01  2.589007691591080E+03  2.186573382417525E+21 -4.167527638695982E+19
  0.000000000000000E+00  1.588654816504760E+00 -1.166970530266147E+00  4.659985716887564E+00  1.880095679012276E+01  6.266985596705714E+00  6.266985596705714E+00  1.880095679011714E+01  5.616840326183592E-12  3.000000000000896E+00  2.628630439980106E+03 -4.016798832614336E+01  2.588462451653962E+03  2.182279677731662E+21 -3.334732158856408E+19
  0.000000000000000E+00  1.588762952356217E+00 -1.166583290305244E+00  4.660061774895504E+00  1.882722596996019E+01  6.275741989984509E+00  6.275741989984509E+00  1.882722596995353E+01  6.654232720393338E-12  3.000000000001060E+00  2.616325320534996E+03 -2.960720600744261E+01  2.586718114527553E+03  2.176707447228266E+21 -2.463234418984394E+19
  0.000000000000000E+00  1.588868758381630E+00 -1.166204395240186E+00  4.660136244397429E+00  1.884507086796508E+01  6.281690289319833E+00  6.281690289319833E+00  1.884507086795950E+01  5.577760475716786E-12  3.000000000000888E+00  2.602776485842595E+03 -1.884953433108782E+01  2.583926951511507E+03  2.170062972243665E+21 -1.571578532325929E+19
